Time,Log comp,Log subtype,Username,Firewall rule,Firewall rule name,NAT rule,NAT rule name,In interface ,Out interface ,Src IP,Dst IP,Src port,Dst port,protocol,Rule type,Live PCAP,Message,Log occurrence,Unnamed: 19
2024-07-06 12:29:06,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54649,443,TCP,1,Open PCAP,,1,
2024-07-06 12:29:01,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.99,216.239.35.0,34266,123,UDP,1,Open PCAP,,1,
2024-07-06 12:28:59,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,20.101.57.9,123,123,UDP,1,Open PCAP,,1,
2024-07-06 12:28:59,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,44.237.175.54,49299,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:58,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.44,52.177.176.186,64953,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:56,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,45.147.66.142,82.213.48.193,10546,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:48,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52474,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:46,Firewall Rule,Allowed,,43.0,PALCERT_Outbound,0,,Port3,Port2,172.17.17.90,10.103.70.200,54670,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:45,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53441,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:45,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.137,72.52.87.64,53361,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:43,Invalid Traffic,Denied,,,,0,,,,0.0.0.0,0.0.0.0,0,0,0,0,Open PCAP,IP packet with invalid header length.,1,
2024-07-06 12:28:42,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.8,10.101.6.4,52904,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:40,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.137,72.52.87.64,53358,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:40,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,172.225.188.120,82.213.48.193,55094,80,TCP,1,Open PCAP,,1,
2024-07-06 12:28:39,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,104.28.62.95,82.213.48.193,41357,80,TCP,1,Open PCAP,,1,
2024-07-06 12:28:38,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,95.100.175.64,53086,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:38,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54644,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:34,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52725,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:34,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52902,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:31,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,63445,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:30,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.99,216.239.35.0,58091,123,UDP,1,Open PCAP,,1,
2024-07-06 12:28:30,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52828,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:29,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,72.246.151.199,53357,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:27,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,95.100.173.65,52630,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:26,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,56508,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:26,Firewall Rule,Allowed,,8.0,WAN-2-DNS-DNAT,9,PublicDNS - DNAT,Port2,Port3,82.213.1.146,82.213.48.195,48332,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:26,Firewall Rule,Allowed,,8.0,WAN-2-DNS-DNAT,9,PublicDNS - DNAT,Port2,Port3,212.14.226.13,82.213.48.195,65051,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:25,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,40.81.120.44,58905,3544,UDP,1,Open PCAP,,1,
2024-07-06 12:28:25,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52151,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:24,Firewall Rule,Allowed,,8.0,WAN-2-DNS-DNAT,9,PublicDNS - DNAT,Port2,Port3,212.14.226.13,82.213.48.195,38709,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:24,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,53915,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:22,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,45.147.66.142,82.213.48.193,2752,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:22,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.8,10.101.6.4,52902,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:21,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,59743,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:19,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53491,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:15,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54639,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:15,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53790,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:14,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,45.147.66.142,82.213.48.193,5804,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:12,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53232,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:10,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,77.91.170.102,82.213.48.193,56644,80,TCP,1,Open PCAP,,1,
2024-07-06 12:28:10,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,54090,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:10,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,23.32.238.169,54584,80,TCP,1,Open PCAP,,1,
2024-07-06 12:28:10,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.69.109.131,54624,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:09,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52181,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:08,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,58508,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:08,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,213.6.147.197,82.213.48.193,41618,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:08,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,77.91.170.102,82.213.48.193,56643,80,TCP,1,Open PCAP,,1,
2024-07-06 12:28:08,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,213.6.147.197,82.213.48.193,41616,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:08,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.137,64.62.219.67,53312,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:06,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,213.6.147.197,82.213.48.193,41608,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:06,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,53495,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:06,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.137,64.62.219.67,53317,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:06,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,213.6.147.197,82.213.48.193,41610,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:05,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,34.209.8.202,49298,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:05,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52245,53,UDP,1,Open PCAP,,1,
2024-07-06 12:28:04,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,91.218.152.161,82.213.48.193,57642,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:01,Firewall Rule,Allowed,,43.0,PALCERT_Outbound,0,,Port3,Port2,172.17.17.8,10.103.70.200,52906,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:00,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,213.6.147.197,82.213.48.193,41612,443,TCP,1,Open PCAP,,1,
2024-07-06 12:28:00,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,205.251.197.195,54139,53,UDP,1,Open PCAP,,1,
2024-07-06 12:27:58,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,213.6.147.197,82.213.48.193,41614,443,TCP,1,Open PCAP,,1,
2024-07-06 12:27:57,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,8.8.8.8,59086,53,UDP,1,Open PCAP,,1,
2024-07-06 12:27:56,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,152.199.19.161,54623,443,TCP,1,Open PCAP,,1,
2024-07-06 12:27:55,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.201,213.244.72.31,51838,53,TCP,1,Open PCAP,,1,
2024-07-06 12:27:54,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.201,192.168.50.20,37495,53,TCP,1,Open PCAP,,1,
2024-07-06 12:27:54,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,20.101.57.9,123,123,UDP,1,Open PCAP,,1,
2024-07-06 12:27:53,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,49404,53,UDP,1,Open PCAP,,1,
2024-07-06 12:27:53,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.191.219.104,54635,443,TCP,1,Open PCAP,,1,
2024-07-06 12:27:52,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.99,216.239.35.0,48072,123,UDP,1,Open PCAP,,1,
2024-07-06 12:27:51,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.8,10.101.6.4,52900,443,TCP,1,Open PCAP,,1,
2024-07-06 12:27:51,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,49366,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53284,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,184.30.17.189,54615,443,TCP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52908,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,51939,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,54182,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,54212,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,23.32.238.232,54618,80,TCP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,49249,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:59,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,216.58.212.106,54552,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:59,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,64925,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,58915,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,50215,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52404,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,57088,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52295,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53898,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53596,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,61297,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,51739,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:55,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54612,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:54,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52539,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.113.194.132,54605,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Denied,,40.0,BlockedIP,15,Default SNAT IPv4,Port1,,192.168.61.233,82.213.6.150,54592,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.42.72.131,54609,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54602,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,40.126.53.17,54607,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54611,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,205.251.194.172,52712,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52713,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,62347,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54614,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54613,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:51,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,51768,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:51,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,62774,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54610,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54608,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,64725,53,UDP,1,Open PCAP,,1,
